name,dept,area,count,adjustedcount,year
Kenneth L. McMillan,University of Texas at Austin,pldi,1.0,0.2,2016
Kenneth L. McMillan,University of Texas at Austin,pldi,1.0,0.125,2018
Kenneth L. McMillan,University of Texas at Austin,popl,1.0,0.25,2004
Kenneth L. McMillan,University of Texas at Austin,popl,1.0,0.2,2022
Kenneth L. McMillan,University of Texas at Austin,sigcomm,1.0,0.5,2019
Kenneth M. Anderson,University of Colorado Boulder,icse,1.0,0.2,1995
Kenneth M. Anderson,University of Colorado Boulder,icse,1.0,1.0,1999
Kenneth M. Anderson,University of Colorado Boulder,icse,1.0,0.33333,2002
Kenneth P. Birman,Cornell University,eurosys,1.0,0.125,2010
Kenneth P. Birman,Cornell University,fast,1.0,0.2,2009
Kenneth P. Birman,Cornell University,icse,1.0,0.33333,2004
Kenneth P. Birman,Cornell University,imc,1.0,0.16667,2010
Kenneth P. Birman,Cornell University,ndss,1.0,0.33333,2000
Kenneth P. Birman,Cornell University,nsdi,1.0,0.25,2007
Kenneth P. Birman,Cornell University,nsdi,1.0,0.2,2008
Kenneth P. Birman,Cornell University,sosp,1.0,1.0,1985
Kenneth P. Birman,Cornell University,sosp,1.0,0.5,1987
Kenneth P. Birman,Cornell University,sosp,1.0,0.14286,1999
Kenneth P. Birman,Cornell University,sosp,1.0,1.0,2005
Kenneth P. Birman,Cornell University,sosp,1.0,0.16667,2013
Kenneth S. Stevens,University of Utah,dac,1.0,0.14286,1999
Kenneth S. Stevens,University of Utah,iccad,1.0,0.25,1999
Kenneth S. Stevens,University of Utah,iccad,1.0,0.5,2006
Kenneth S. Stevens,University of Utah,iccad,1.0,0.5,2011
Kenneth Salem,University of Waterloo,eurosys,1.0,0.125,2007
Kenneth Salem,University of Waterloo,fast,1.0,0.2,2005
Kenneth Salem,University of Waterloo,fast,1.0,0.25,2009
Kenneth Salem,University of Waterloo,icde,1.0,0.5,1986
Kenneth Salem,University of Waterloo,icde,1.0,0.5,1989
Kenneth Salem,University of Waterloo,icde,1.0,0.33333,1992
Kenneth Salem,University of Waterloo,icde,1.0,0.5,1993
Kenneth Salem,University of Waterloo,icde,1.0,0.5,2004
Kenneth Salem,University of Waterloo,icde,1.0,0.33333,2009
Kenneth Salem,University of Waterloo,icde,1.0,0.25,2016
Kenneth Salem,University of Waterloo,pods,1.0,0.5,1991
Kenneth Salem,University of Waterloo,sigmod,1.0,0.5,1987
Kenneth Salem,University of Waterloo,sigmod,1.0,0.5,1999
Kenneth Salem,University of Waterloo,sigmod,1.0,0.25,2000
Kenneth Salem,University of Waterloo,sigmod,1.0,0.5,2004
Kenneth Salem,University of Waterloo,sigmod,1.0,0.25,2007
Kenneth Salem,University of Waterloo,sigmod,1.0,0.16667,2008
Kenneth Salem,University of Waterloo,sigmod,1.0,0.25,2010
Kenneth Salem,University of Waterloo,sigmod,2.0,0.39286,2018
Kenneth Salem,University of Waterloo,vldb,1.0,0.5,1997
Kenneth Salem,University of Waterloo,vldb,1.0,0.5,2006
Kenneth Salem,University of Waterloo,vldb,1.0,0.16667,2011
Kenneth Salem,University of Waterloo,vldb,2.0,0.83333,2013
Kenneth Salem,University of Waterloo,vldb,1.0,0.16667,2014
Kenneth Salem,University of Waterloo,vldb,1.0,0.5,2019
Kenneth Salem,University of Waterloo,vldb,1.0,0.2,2022
Kenneth Y. Goldberg,Univ. of California - Berkeley,sigmod,1.0,0.16667,2014
Kenneth Y. Goldberg,Univ. of California - Berkeley,sigmod,1.0,0.2,2016
Kenneth Y. Goldberg,Univ. of California - Berkeley,vldb,1.0,0.2,2015
Kenneth Y. Goldberg,Univ. of California - Berkeley,vldb,1.0,0.2,2016
Kenny Q. Zhu,University of Texas at Arlington,icde,1.0,0.25,2013
Kenny Q. Zhu,University of Texas at Arlington,icde,2.0,0.58333,2015
Kenny Q. Zhu,University of Texas at Arlington,icfp,1.0,0.25,2011
Kenny Q. Zhu,University of Texas at Arlington,popl,1.0,0.25,2008
Kenny Q. Zhu,University of Texas at Arlington,sigmod,1.0,0.25,2012
Kenny Q. Zhu,University of Texas at Arlington,sigmod,1.0,0.11111,2020
Kent E. Seamons,Brigham Young University,ccs,1.0,0.33333,2001
Kent E. Seamons,Brigham Young University,ccs,1.0,0.33333,2004
Kent E. Seamons,Brigham Young University,ccs,1.0,0.2,2022
Kent E. Seamons,Brigham Young University,imc,1.0,0.25,2016
Kent E. Seamons,Brigham Young University,ndss,1.0,0.33333,2001
Kent E. Seamons,Brigham Young University,ndss,1.0,0.16667,2002
Kent E. Seamons,Brigham Young University,ndss,1.0,0.33333,2020
Kent E. Seamons,Brigham Young University,oakland,1.0,0.16667,2018
Kent E. Seamons,Brigham Young University,sc,1.0,0.5,1994
Kent E. Seamons,Brigham Young University,sc,1.0,0.2,1995
Kent E. Seamons,Brigham Young University,sc,1.0,0.16667,1996
Keren Zhou 0001,George Mason University,asplos,1.0,0.2,2022
Keren Zhou 0001,George Mason University,asplos,1.0,0.33333,2023
Keren Zhou 0001,George Mason University,ics,1.0,0.2,2017
Keren Zhou 0001,George Mason University,ics,1.0,0.33333,2020
Keren Zhou 0001,George Mason University,ics,1.0,0.25,2022
Keren Zhou 0001,George Mason University,sc,1.0,0.2,2020
Keval Vora,Simon Fraser University,asplos,2.0,0.58333,2017
Keval Vora,Simon Fraser University,asplos,1.0,0.33333,2019
Keval Vora,Simon Fraser University,eurosys,1.0,0.5,2019
Keval Vora,Simon Fraser University,eurosys,1.0,0.33333,2020
Keval Vora,Simon Fraser University,eurosys,1.0,0.33333,2021
Keval Vora,Simon Fraser University,eurosys,1.0,0.33333,2023
Keval Vora,Simon Fraser University,hpdc,1.0,0.25,2014
Keval Vora,Simon Fraser University,hpdc,1.0,0.25,2016
Keval Vora,Simon Fraser University,icfp,1.0,0.33333,2021
Keval Vora,Simon Fraser University,oopsla,1.0,0.33333,2014
Keval Vora,Simon Fraser University,oopsla,1.0,0.16667,2015
Keval Vora,Simon Fraser University,oopsla,1.0,0.33333,2019
Keval Vora,Simon Fraser University,osdi,1.0,0.090909,2021
Kevin C. Almeroth,Univ. of California - Santa Barbara,hpdc,1.0,0.5,1996
Kevin C. Almeroth,Univ. of California - Santa Barbara,imc,1.0,0.25,2005
Kevin C. Almeroth,Univ. of California - Santa Barbara,imc,1.0,0.25,2007
Kevin C. Almeroth,Univ. of California - Santa Barbara,mobicom,1.0,0.25,2003
Kevin C. Almeroth,Univ. of California - Santa Barbara,mobicom,1.0,0.2,2006
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,icde,1.0,0.33333,2007
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,icde,2.0,0.66667,2013
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,icde,2.0,0.5,2016
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,icde,1.0,0.2,2018
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,icde,1.0,0.16667,2019
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.25,1997
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.5,1999
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.5,2002
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.5,2003
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.33333,2004
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.25,2005
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,2.0,0.5,2006
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,2.0,0.53333,2007
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.2,2019
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,vldb,1.0,0.5,2000
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,vldb,1.0,0.33333,2005
Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign,vldb,2.0,0.66667,2007
